id,cate_id,food_name,alias_name,english_name,edible_part,water,energy,protein,fat,cholesterol,ash,carbohydrate,dietary_fiber,carotene,shihuangchun,vitamin_a,vitamin_e,thiamin,riboflavin,niacin,vitamin_c,calcium,phosphorus,potassium,sodium,magnesium,iron,zinc,selenium,copper,manganese,iodine,sfa,mufa,pufa,fatty_acids_total
828,,酸奶(高蛋白),,,,,259kJ,3g,2g,0mg,,7g,0g,1μg,87μg,0μg,0mg,0mg,0mg,0mg,0mg,161mg,52mg,135mg,43mg,15mg,0mg,1mg,2μg,0mg,0mg,,,,,
829,,酸奶(脱脂),,,,,238kJ,3g,0g,18mg,,10g,0g,1μg,86μg,0μg,0mg,0mg,0mg,0mg,1mg,146mg,91mg,156mg,28mg,10mg,0mg,1mg,1μg,0mg,0mg,,,,,
830,,酸奶(中脂),,,,,268kJ,3g,2g,12mg,,9g,0g,1μg,86μg,32μg,0mg,0mg,0mg,0mg,1mg,81mg,59mg,130mg,13mg,10mg,0mg,1mg,1μg,0mg,0mg,,,,,
831,,酸奶(果料),,,,,280kJ,3g,1g,15mg,,10g,0g,1μg,84μg,19μg,1mg,0mg,0mg,0mg,2mg,140mg,90mg,111mg,32mg,11mg,0mg,1mg,1μg,0mg,0mg,,,,,
832,,酸奶(桔味，脱脂),,,,,201kJ,3g,0g,15mg,,8g,0g,1μg,88μg,1μg,0mg,0mg,0mg,0mg,5mg,89mg,73mg,128mg,3mg,11mg,0mg,0mg,1μg,0mg,0mg,,,,,
833,,奶酪[干酪],,,,,1372kJ,26g,24g,11mg,,4g,0g,4μg,44μg,152μg,1mg,0mg,1mg,1mg,0mg,799mg,326mg,75mg,585mg,57mg,2mg,7mg,2μg,0mg,0mg,,,,,
834,,奶豆腐(脱脂),,,,,1435kJ,54g,2g,36mg,,26g,0g,3μg,15μg,0μg,0mg,0mg,0mg,0mg,1mg,360mg,773mg,188mg,55mg,25mg,12mg,2mg,7μg,0mg,0mg,,,,,
835,,奶豆腐(鲜),,,,,1276kJ,46g,8g,36mg,,12g,0g,2μg,32μg,0μg,0mg,0mg,1mg,1mg,0mg,597mg,657mg,240mg,90mg,17mg,3mg,2mg,12μg,0mg,0mg,,,,,
836,,奶疙瘩[奶酪干，干酸奶],,,,,1782kJ,55g,15g,51mg,,18g,0g,3μg,9μg,0μg,0mg,0mg,0mg,1mg,2mg,730mg,689mg,314mg,79mg,49mg,19mg,5mg,15μg,2mg,0mg,,,,,
837,,契达干酪(普通),,,,,1724kJ,26g,34g,100mg,,0g,0g,0μg,36μg,363μg,1mg,0mg,0mg,0mg,0mg,720mg,490mg,77mg,670mg,25mg,0mg,2mg,12μg,0mg,0mg,,,,,
838,,契达干酪(脱脂),,,,,1092kJ,32g,15g,43mg,,0g,0g,0μg,47μg,182μg,0mg,0mg,1mg,0mg,0mg,840mg,620mg,110mg,670mg,39mg,0mg,3mg,15μg,0mg,0mg,,,,,
839,,曲拉,,,,,1490kJ,39g,3g,0mg,,43g,0g,6μg,8μg,216μg,1mg,0mg,0mg,0mg,0mg,1217mg,1135mg,166mg,285mg,143mg,6mg,3mg,2μg,0mg,0mg,,,,,
840,,全脂软酪,,,,,1310kJ,9g,31g,90mg,,0g,0g,0μg,58μg,0μg,0mg,0mg,0mg,0mg,0mg,110mg,130mg,150mg,330mg,9mg,0mg,1mg,3μg,0mg,0mg,,,,,
841,,酸酪蛋,,,,,1854kJ,40g,20g,120mg,,24g,0g,4μg,11μg,0μg,0mg,0mg,0mg,1mg,0mg,756mg,682mg,512mg,131mg,47mg,21mg,3mg,11μg,1mg,0mg,,,,,
842,,羊乳酪,,,,,1046kJ,16g,20g,70mg,,2g,0g,0μg,56μg,226μg,0mg,0mg,0mg,0mg,0mg,360mg,280mg,95mg,1440mg,20mg,0mg,1mg,0μg,0mg,0mg,,,,,
843,,中脂软酪,,,,,749kJ,9g,14g,42mg,,3g,0g,0μg,70μg,224μg,1mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,3μg,0mg,0mg,,,,,
844,,奶油,,,,,3678kJ,1g,97g,209mg,,1g,0g,1μg,1μg,297μg,2mg,0mg,0mg,0mg,0mg,14mg,11mg,226mg,268mg,2mg,1mg,0mg,1μg,0mg,0mg,,,,,
845,,奶油(焦克),,,,,1870kJ,3g,48g,92mg,,0g,0g,1μg,48μg,0μg,0mg,0mg,0mg,0mg,0mg,202mg,82mg,138mg,41mg,10mg,1mg,0mg,6μg,0mg,0mg,,,,,
846,,奶油(食品工业),,,,,2109kJ,1g,56g,103mg,,0g,0g,0μg,43μg,345μg,2mg,0mg,0mg,0mg,0mg,20mg,32mg,1064mg,191mg,2mg,0mg,1mg,1μg,0mg,1mg,,,,,
847,,黄油,,,,,3715kJ,1g,98g,296mg,,0g,0g,0μg,0μg,0μg,0mg,0mg,0mg,0mg,0mg,35mg,8mg,39mg,40mg,7mg,1mg,0mg,2μg,0mg,0mg,,,,,
848,,黄油渣,,,,,2506kJ,11g,44g,150mg,,40g,0g,0μg,5μg,0μg,0mg,0mg,0mg,0mg,0mg,597mg,288mg,160mg,60mg,97mg,3mg,1mg,1μg,0mg,1mg,,,,,
849,,白脱(食品工业)[牛油，黄油],,,,,3113kJ,0g,83g,152mg,,0g,0g,0μg,18μg,534μg,4mg,0mg,0mg,0mg,0mg,1mg,14mg,43mg,18mg,2mg,1mg,1mg,1μg,0mg,0mg,,,,,
850,,酥油,,,,,3598kJ,2g,94g,227mg,,1g,0g,0μg,2μg,426μg,2mg,0mg,0mg,0mg,0mg,128mg,9mg,188mg,73mg,2mg,0mg,0mg,1μg,0mg,0mg,,,,,
851,,炼乳(甜，罐头),,,,,1389kJ,8g,9g,36mg,,55g,0g,2μg,26μg,41μg,0mg,0mg,0mg,0mg,2mg,242mg,200mg,309mg,212mg,24mg,0mg,2mg,3μg,0mg,0mg,,,,,
852,,奶皮子,,,,,1925kJ,12g,43g,78mg,,6g,0g,2μg,37μg,0μg,0mg,0mg,0mg,0mg,0mg,818mg,308mg,4mg,2mg,28mg,1mg,2mg,5μg,0mg,0mg,,,,,
853,,奶片,,,,,1975kJ,13g,20g,65mg,,59g,0g,4μg,4μg,75μg,0mg,0mg,0mg,2mg,5mg,269mg,427mg,356mg,180mg,32mg,2mg,3mg,12μg,0mg,0mg,,,,,
854,,鸡蛋(均值),,,,,602kJ,13g,9g,0mg,,3g,0g,1μg,74μg,234μg,2mg,0mg,0mg,0mg,0mg,56mg,130mg,154mg,132mg,10mg,2mg,1mg,14μg,0mg,0mg,,,,,
855,,鸡蛋(白皮),,,,,577kJ,13g,9g,585mg,,2g,0g,1μg,76μg,310μg,1mg,0mg,0mg,0mg,0mg,48mg,176mg,98mg,95mg,14mg,2mg,1mg,17μg,0mg,0mg,,,,,
856,,鸡蛋(红皮),,,,,653kJ,13g,11g,585mg,,1g,0g,1μg,74μg,194μg,2mg,0mg,0mg,0mg,0mg,44mg,182mg,121mg,126mg,11mg,2mg,1mg,15μg,0mg,0mg,,,,,
857,,鸡蛋(土鸡),,,,,577kJ,14g,6g,1338mg,,6g,0g,1μg,73μg,199μg,1mg,0mg,0mg,0mg,0mg,76mg,33mg,244mg,174mg,5mg,2mg,1mg,12μg,0mg,0mg,,,,,
858,,鸡蛋白,,,,,251kJ,12g,0g,0mg,,3g,0g,1μg,84μg,0μg,0mg,0mg,0mg,0mg,0mg,9mg,18mg,132mg,79mg,15mg,2mg,0mg,7μg,0mg,0mg,,,,,
859,,鸡蛋白(乌骨鸡),,,,,184kJ,10g,0g,0mg,,1g,0g,1μg,88μg,0μg,0mg,0mg,0mg,0mg,0mg,9mg,17mg,109mg,165mg,10mg,0mg,0mg,3μg,0mg,0mg,,,,,
860,,鸡蛋黄,,,,,1372kJ,15g,28g,1510mg,,3g,0g,2μg,52μg,438μg,5mg,0mg,0mg,0mg,0mg,112mg,240mg,95mg,55mg,41mg,6mg,4mg,27μg,0mg,0mg,,,,,
861,,鸡蛋黄(乌骨鸡),,,,,1100kJ,15g,20g,2057mg,,6g,0g,1μg,58μg,179μg,8mg,0mg,0mg,0mg,0mg,107mg,216mg,105mg,57mg,16mg,0mg,3mg,23μg,1mg,0mg,,,,,
862,,鸡蛋粉[全蛋粉],,,,,2280kJ,43g,36g,2251mg,,11g,0g,7μg,2μg,525μg,12mg,0mg,0mg,0mg,0mg,954mg,780mg,357mg,393mg,46mg,10mg,6mg,39μg,0mg,0mg,,,,,
863,,鸡蛋黄粉,,,,,2694kJ,32g,55g,2850mg,,5g,0g,3μg,5μg,776μg,14mg,0mg,0mg,0mg,0mg,266mg,905mg,103mg,90mg,22mg,11mg,7mg,28μg,0mg,0mg,,,,,
864,,松花蛋(鸡蛋),,,,,745kJ,15g,11g,595mg,,6g,0g,2μg,66μg,310μg,1mg,0mg,0mg,0mg,0mg,26mg,263mg,148mg,0mg,8mg,4mg,3mg,44μg,0mg,0mg,,,,,
865,,鸭蛋,,,,,753kJ,13g,13g,565mg,,3g,0g,1μg,70μg,261μg,5mg,0mg,0mg,0mg,0mg,62mg,226mg,135mg,106mg,13mg,3mg,2mg,16μg,0mg,0mg,,,,,
866,,鸭蛋白,,,,,197kJ,10g,0g,0mg,,2g,0g,1μg,88μg,23μg,0mg,0mg,0mg,0mg,0mg,18mg,0mg,84mg,71mg,21mg,0mg,0mg,4μg,0mg,0mg,,,,,
867,,鸭蛋黄,,,,,1582kJ,14g,34g,1576mg,,4g,0g,3μg,45μg,1980μg,13mg,0mg,1mg,0mg,0mg,123mg,55mg,86mg,30mg,22mg,5mg,3mg,25μg,0mg,0mg,,,,,
868,,松花蛋(鸭蛋)[皮蛋],,,,,715kJ,14g,11g,608mg,,4g,0g,2μg,68μg,215μg,3mg,0mg,0mg,0mg,0mg,63mg,165mg,152mg,543mg,13mg,3mg,1mg,25μg,0mg,0mg,,,,,
869,,咸鸭蛋,,,,,795kJ,13g,13g,647mg,,6g,0g,7μg,61μg,134μg,6mg,0mg,0mg,0mg,0mg,118mg,231mg,184mg,2706mg,30mg,4mg,2mg,24μg,0mg,0mg,,,,,
870,,鹅蛋,,,,,820kJ,11g,16g,704mg,,3g,0g,1μg,69μg,192μg,4mg,0mg,0mg,0mg,0mg,34mg,130mg,74mg,91mg,12mg,4mg,1mg,27μg,0mg,0mg,,,,,
871,,鹅蛋白,,,,,201kJ,9g,0g,0mg,,3g,0g,1μg,87μg,7μg,0mg,0mg,0mg,0mg,0mg,4mg,11mg,36mg,77mg,9mg,3mg,0mg,8μg,0mg,0mg,,,,,
872,,鹅蛋黄,,,,,1356kJ,16g,26g,1696mg,,6g,0g,2μg,50μg,1977μg,96mg,0mg,1mg,1mg,0mg,13mg,51mg,0mg,24mg,10mg,3mg,2mg,26μg,0mg,0mg,,,,,
873,,鹌鹑蛋,,,,,669kJ,13g,11g,515mg,,2g,0g,1μg,73μg,337μg,3mg,0mg,0mg,0mg,0mg,47mg,180mg,138mg,107mg,11mg,3mg,2mg,25μg,0mg,0mg,,,,,
874,,鹌鹑蛋(五香罐头),,,,,636kJ,12g,12g,480mg,,0g,0g,2μg,74μg,98μg,5mg,0mg,0mg,0mg,0mg,157mg,209mg,41mg,712mg,8mg,3mg,1mg,12μg,0mg,0mg,,,,,
875,,白条鱼(裸鱼),,,,,431kJ,17g,3g,129mg,,2g,0g,2μg,77μg,11μg,1mg,0mg,0mg,2mg,0mg,58mg,224mg,331mg,68mg,13mg,2mg,3mg,12μg,0mg,0mg,,,,,
876,,草鱼[白鲩，草包鱼],,,,,473kJ,17g,5g,86mg,,0g,0g,1μg,77μg,11μg,2mg,0mg,0mg,3mg,0mg,38mg,203mg,312mg,46mg,31mg,1mg,1mg,7μg,0mg,0mg,,,,,
877,,赤眼鳟[金目鱼],,,,,456kJ,18g,4g,76mg,,0g,0g,1μg,76μg,12μg,2mg,0mg,0mg,5mg,0mg,59mg,186mg,291mg,87mg,2mg,6mg,1mg,79μg,0mg,1mg,,,,,
878,,感鱼[猴鱼],,,,,477kJ,18g,4g,58mg,,1g,0g,1μg,76μg,11μg,1mg,0mg,0mg,1mg,0mg,139mg,109mg,194mg,158mg,23mg,0mg,1mg,21μg,0mg,0mg,,,,,
879,,胡子鲇[塘虱(鱼)],,,,,611kJ,15g,8g,53mg,,3g,0g,1μg,73μg,8μg,0mg,0mg,0mg,4mg,0mg,18mg,129mg,78mg,46mg,20mg,1mg,1mg,34μg,0mg,0mg,,,,,
880,,黄颡鱼[戈牙鱼，黄鳍鱼],,,,,519kJ,18g,3g,90mg,,7g,0g,1μg,72μg,0μg,1mg,0mg,0mg,4mg,0mg,59mg,166mg,202mg,250mg,19mg,6mg,1mg,16μg,0mg,0mg,,,,,
881,,黄鳝[鳝鱼],,,,,372kJ,18g,1g,126mg,,1g,0g,1μg,78μg,50μg,1mg,0mg,1mg,4mg,0mg,42mg,206mg,263mg,70mg,18mg,2mg,2mg,35μg,0mg,2mg,,,,,
882,,黄鳝丝,,,,,289kJ,15g,1g,77mg,,0g,0g,1μg,83μg,0μg,1mg,0mg,2mg,2mg,0mg,57mg,81mg,278mg,131mg,0mg,3mg,2mg,36μg,0mg,8mg,,,,,
883,,尖嘴白,,,,,573kJ,23g,3g,73mg,,4g,0g,1μg,69μg,0μg,0mg,0mg,0mg,0mg,0mg,27mg,192mg,375mg,48mg,14mg,1mg,1mg,0μg,0mg,0mg,,,,,
884,,口头鱼,,,,,561kJ,20g,4g,0mg,,4g,0g,1μg,70μg,0μg,0mg,0mg,0mg,2mg,0mg,103mg,247mg,270mg,48mg,26mg,2mg,2mg,0μg,0mg,0mg,,,,,
885,,鲤鱼[鲤拐子],,,,,456kJ,18g,4g,84mg,,0g,0g,1μg,77μg,25μg,1mg,0mg,0mg,3mg,0mg,50mg,204mg,334mg,54mg,33mg,1mg,2mg,15μg,0mg,0mg,,,,,
886,,罗非鱼,,,,,410kJ,18g,2g,78mg,,3g,0g,1μg,76μg,0μg,2mg,0mg,0mg,3mg,0mg,12mg,161mg,289mg,20mg,36mg,1mg,1mg,23μg,0mg,0mg,,,,,
887,,罗非鱼(莫桑比克)[非洲黑鲫鱼],,,,,322kJ,16g,1g,54mg,,1g,0g,1μg,81μg,7μg,0mg,0mg,0mg,2mg,0mg,24mg,150mg,338mg,67mg,24mg,1mg,1mg,0μg,0mg,0mg,,,,,
888,,泥鳅,,,,,402kJ,18g,2g,136mg,,2g,0g,2μg,77μg,14μg,1mg,0mg,0mg,6mg,0mg,299mg,302mg,282mg,75mg,28mg,3mg,3mg,35μg,0mg,0mg,,,,,
889,,青鱼[青皮鱼，青鳞鱼，青混],,,,,494kJ,20g,4g,108mg,,0g,0g,2μg,74μg,42μg,1mg,0mg,0mg,3mg,0mg,31mg,184mg,325mg,47mg,32mg,1mg,1mg,38μg,0mg,0mg,,,,,
890,,乌鳢[黑鱼，石斑鱼，生鱼],,,,,356kJ,18g,1g,91mg,,0g,0g,2μg,79μg,26μg,1mg,0mg,0mg,2mg,0mg,152mg,232mg,313mg,49mg,33mg,1mg,1mg,25μg,0mg,0mg,,,,,
891,,银鱼[面条鱼],,,,,439kJ,17g,4g,361mg,,0g,0g,3μg,76μg,0μg,2mg,0mg,0mg,0mg,0mg,46mg,22mg,246mg,9mg,25mg,1mg,0mg,10μg,0mg,0mg,,,,,
892,,湟鱼(裸鲤鱼),,,,,519kJ,17g,3g,98mg,,7g,0g,2μg,71μg,10μg,1mg,0mg,0mg,3mg,0mg,42mg,229mg,372mg,42mg,15mg,1mg,1mg,24μg,0mg,0mg,,,,,
893,,湟鱼(裸鱼),,,,,418kJ,18g,2g,74mg,,2g,0g,1μg,77μg,16μg,1mg,0mg,0mg,2mg,0mg,59mg,221mg,329mg,117mg,15mg,2mg,2mg,5μg,0mg,0mg,,,,,
894,,鲇鱼[胡子鲇，鲢胡，旺虾],,,,,431kJ,17g,4g,163mg,,0g,0g,1μg,78μg,0μg,1mg,0mg,0mg,2mg,0mg,42mg,195mg,351mg,50mg,22mg,2mg,1mg,27μg,0mg,0mg,,,,,
895,,鲒花,,,,,490kJ,16g,6g,34mg,,0g,0g,2μg,77μg,0μg,2mg,0mg,0mg,1mg,0mg,0mg,270mg,0mg,64mg,0mg,0mg,0mg,25μg,0mg,0mg,,,,,
896,,鲢鱼[白鲢，胖子，连子鱼],,,,,435kJ,18g,4g,99mg,,0g,0g,1μg,77μg,20μg,1mg,0mg,0mg,2mg,0mg,53mg,190mg,277mg,58mg,23mg,1mg,1mg,16μg,0mg,0mg,,,,,
897,,鲫鱼[喜头鱼，海附鱼],,,,,452kJ,17g,3g,130mg,,4g,0g,1μg,75μg,17μg,1mg,0mg,0mg,2mg,0mg,79mg,193mg,290mg,41mg,41mg,1mg,2mg,14μg,0mg,0mg,,,,,
898,,鲮鱼[雪鲮],,,,,397kJ,18g,2g,86mg,,1g,0g,1μg,78μg,125μg,2mg,0mg,0mg,3mg,0mg,31mg,176mg,317mg,40mg,22mg,1mg,1mg,48μg,0mg,0mg,,,,,
899,,鲮鱼(罐头),,,,,1669kJ,31g,27g,162mg,,8g,0g,7μg,27μg,0μg,6mg,0mg,0mg,2mg,0mg,598mg,750mg,480mg,2310mg,74mg,6mg,2mg,9μg,0mg,1mg,,,,,
900,,鳊鱼[鲂鱼，武昌鱼],,,,,565kJ,18g,6g,94mg,,1g,0g,1μg,73μg,28μg,1mg,0mg,0mg,2mg,0mg,89mg,188mg,215mg,41mg,17mg,1mg,1mg,12μg,0mg,0mg,,,,,
901,,鳗鲡[鳗鱼，河鳗],,,,,757kJ,19g,11g,177mg,,2g,0g,1μg,67μg,0μg,4mg,0mg,0mg,4mg,0mg,42mg,248mg,207mg,59mg,34mg,2mg,1mg,34μg,0mg,0mg,,,,,
902,,鳙鱼[胖头鱼，摆佳鱼，花鲢鱼],,,,,418kJ,15g,2g,112mg,,5g,0g,1μg,76μg,34μg,3mg,0mg,0mg,3mg,0mg,82mg,180mg,229mg,61mg,26mg,1mg,1mg,19μg,0mg,0mg,,,,,
903,,鳜鱼[桂鱼，花鲫鱼],,,,,490kJ,20g,4g,124mg,,0g,0g,2μg,74μg,12μg,1mg,0mg,0mg,6mg,0mg,63mg,217mg,295mg,69mg,32mg,1mg,1mg,26μg,0mg,0mg,,,,,
904,,鳟鱼[红鳟鱼],,,,,414kJ,19g,3g,102mg,,0g,0g,2μg,77μg,206μg,4mg,0mg,0mg,0mg,0mg,34mg,374mg,688mg,110mg,45mg,0mg,4mg,20μg,0mg,0mg,,,,,
905,,白姑鱼[白米子(鱼)],,,,,628kJ,19g,8g,80mg,,0g,0g,1μg,72μg,0μg,1mg,0mg,0mg,3mg,0mg,23mg,171mg,382mg,153mg,28mg,0mg,1mg,21μg,0mg,0mg,,,,,
906,,参鱼[蓝圆参，边鱼],,,,,519kJ,18g,3g,78mg,,5g,0g,1μg,72μg,1μg,0mg,0mg,0mg,4mg,0mg,55mg,191mg,215mg,82mg,30mg,2mg,1mg,25μg,0mg,0mg,,,,,
907,,带鱼[白带鱼，刀鱼],,,,,531kJ,18g,5g,76mg,,3g,0g,1μg,73μg,29μg,1mg,0mg,0mg,3mg,0mg,28mg,191mg,280mg,150mg,43mg,1mg,1mg,37μg,0mg,0mg,,,,,
908,,堤鱼,,,,,799kJ,18g,13g,0mg,,1g,0g,1μg,67μg,5μg,0mg,0mg,0mg,6mg,0mg,15mg,324mg,228mg,65mg,46mg,2mg,1mg,80μg,0mg,0mg,,,,,
909,,丁香鱼(干),,,,,820kJ,38g,3g,379mg,,5g,0g,18μg,36μg,119μg,0mg,0mg,0mg,2mg,0mg,590mg,914mg,664mg,4375mg,319mg,4mg,3mg,41μg,0mg,1mg,,,,,
910,,狗母鱼[大头狗母鱼],,,,,418kJ,17g,2g,71mg,,3g,0g,2μg,76μg,11μg,0mg,0mg,0mg,4mg,0mg,95mg,263mg,194mg,156mg,51mg,2mg,1mg,29μg,0mg,0mg,,,,,
911,,海鲫鱼[九九鱼],,,,,862kJ,17g,14g,70mg,,4g,0g,1μg,64μg,0μg,1mg,0mg,0mg,4mg,0mg,69mg,193mg,133mg,16mg,30mg,2mg,1mg,29μg,0mg,0mg,,,,,
912,,海鳗[鲫勾],,,,,510kJ,19g,5g,71mg,,0g,0g,1μg,75μg,22μg,2mg,0mg,0mg,3mg,0mg,28mg,159mg,266mg,96mg,27mg,1mg,1mg,26μg,0mg,0mg,,,,,
913,,红娘鱼[翼红娘鱼],,,,,439kJ,18g,3g,120mg,,2g,0g,1μg,76μg,6μg,1mg,0mg,0mg,5mg,0mg,160mg,297mg,308mg,164mg,45mg,1mg,3mg,59μg,0mg,0mg,,,,,
914,,黄姑鱼[黄婆鸡(鱼)],,,,,573kJ,18g,7g,166mg,,0g,0g,1μg,74μg,0μg,1mg,0mg,0mg,4mg,0mg,94mg,196mg,282mg,102mg,29mg,1mg,1mg,64μg,0mg,0mg,,,,,
915,,黄鱼(大黄花鱼),,,,,406kJ,18g,2g,86mg,,1g,0g,1μg,78μg,10μg,1mg,0mg,0mg,2mg,0mg,53mg,174mg,260mg,120mg,39mg,1mg,1mg,43μg,0mg,0mg,,,,,
916,,黄鱼(小黄花鱼),,,,,414kJ,18g,3g,74mg,,0g,0g,1μg,78μg,0μg,1mg,0mg,0mg,2mg,0mg,78mg,188mg,228mg,103mg,28mg,1mg,1mg,55μg,0mg,0mg,,,,,
917,,黄鲂[赤虹，老板鱼],,,,,339kJ,18g,0g,121mg,,1g,0g,3μg,78μg,10μg,0mg,0mg,0mg,2mg,0mg,27mg,157mg,227mg,160mg,24mg,0mg,0mg,31μg,0mg,0mg,,,,,
918,,金线鱼[红三鱼],,,,,423kJ,19g,3g,54mg,,0g,0g,1μg,77μg,20μg,1mg,0mg,0mg,5mg,0mg,102mg,128mg,300mg,118mg,29mg,1mg,1mg,48μg,0mg,0mg,,,,,
919,,绿鳍马面豚[面包鱼，橡皮鱼],,,,,347kJ,18g,1g,45mg,,1g,0g,1μg,79μg,15μg,1mg,0mg,0mg,3mg,0mg,54mg,185mg,291mg,80mg,27mg,1mg,1mg,38μg,0mg,0mg,,,,,
920,,梅童鱼[大头仔鱼，丁珠鱼],,,,,506kJ,19g,5g,88mg,,0g,0g,1μg,75μg,25μg,1mg,0mg,0mg,2mg,0mg,34mg,164mg,299mg,106mg,36mg,2mg,1mg,45μg,0mg,0mg,,,,,
921,,沙丁鱼[沙鲻],,,,,372kJ,20g,1g,158mg,,0g,0g,1μg,78μg,0μg,0mg,0mg,0mg,2mg,0mg,184mg,183mg,136mg,92mg,30mg,1mg,0mg,49μg,0mg,0mg,,,,,
922,,沙钻鱼[多鳞喜，沙梭，麦穗鱼],,,,,351kJ,18g,1g,120mg,,1g,0g,1μg,78μg,12μg,0mg,0mg,0mg,2mg,0mg,120mg,220mg,211mg,174mg,40mg,2mg,1mg,21μg,0mg,0mg,,,,,
923,,蛇鲻[沙梭鱼],,,,,510kJ,21g,4g,74mg,,0g,0g,1μg,74μg,0μg,1mg,0mg,0mg,2mg,0mg,117mg,156mg,304mg,118mg,30mg,0mg,1mg,13μg,0mg,0mg,,,,,
924,,舌鳎[花纹舌头，舌头鱼],,,,,347kJ,18g,1g,82mg,,0g,0g,2μg,80μg,6μg,1mg,0mg,0mg,2mg,0mg,57mg,168mg,309mg,139mg,27mg,2mg,0mg,35μg,0mg,0mg,,,,,
925,,油抒[香梭鱼],,,,,607kJ,16g,9g,78mg,,0g,0g,1μg,74μg,32μg,1mg,0mg,0mg,3mg,0mg,13mg,158mg,275mg,68mg,44mg,2mg,1mg,22μg,0mg,0mg,,,,,
926,,颚针鱼[针量鱼],,,,,753kJ,20g,10g,101mg,,1g,0g,2μg,66μg,0μg,3mg,0mg,0mg,0mg,0mg,58mg,197mg,336mg,73mg,30mg,1mg,2mg,37μg,0mg,0mg,,,,,
927,,鲅鱼[马鲛鱼，燕鲅鱼，巴鱼],,,,,506kJ,21g,3g,75mg,,2g,0g,1μg,72μg,19μg,1mg,0mg,0mg,2mg,0mg,35mg,130mg,370mg,74mg,50mg,1mg,1mg,52μg,0mg,0mg,,,,,
928,,鲅鱼(咸)[咸马胶],,,,,657kJ,23g,2g,89mg,,12g,0g,10μg,53μg,0μg,5mg,0mg,0mg,3mg,0mg,0mg,228mg,298mg,5350mg,0mg,6mg,2mg,28μg,0mg,0mg,,,,,
929,,鲆[片口鱼，比目鱼],,,,,469kJ,21g,3g,81mg,,0g,0g,2μg,76μg,0μg,0mg,0mg,0mg,4mg,0mg,55mg,178mg,317mg,67mg,55mg,1mg,1mg,37μg,0mg,0mg,,,,,
930,,鲈鱼[鲈花],,,,,439kJ,19g,3g,86mg,,0g,0g,2μg,76μg,19μg,1mg,0mg,0mg,3mg,0mg,138mg,242mg,205mg,144mg,37mg,2mg,3mg,33μg,0mg,0mg,,,,,
931,,鲐鱼[青鲐鱼，鲐巴鱼，青砖鱼],,,,,649kJ,20g,7g,77mg,,2g,0g,1μg,69μg,38μg,1mg,0mg,0mg,9mg,0mg,50mg,247mg,263mg,88mg,47mg,2mg,1mg,58μg,0mg,0mg,,,,,
932,,鲑鱼[大麻哈鱼],,,,,582kJ,17g,8g,68mg,,0g,0g,1μg,74μg,45μg,1mg,0mg,0mg,4mg,0mg,13mg,154mg,361mg,63mg,36mg,0mg,1mg,29μg,0mg,0mg,,,,,
933,,鲑鱼籽酱[大麻哈鱼籽酱],,,,,1054kJ,11g,17g,0mg,,14g,0g,8μg,49μg,111μg,12mg,0mg,0mg,0mg,0mg,23mg,359mg,171mg,2881mg,73mg,3mg,3mg,203μg,1mg,0mg,,,,,
934,,鲚鱼(大)[大凤尾鱼],,,,,444kJ,13g,6g,117mg,,1g,0g,3μg,78μg,15μg,1mg,0mg,0mg,1mg,0mg,114mg,498mg,161mg,53mg,28mg,2mg,2mg,38μg,0mg,0mg,,,,,
935,,鲚鱼(小)[小凤尾鱼],,,,,519kJ,16g,5g,82mg,,4g,0g,3μg,73μg,14μg,1mg,0mg,0mg,1mg,0mg,78mg,460mg,225mg,38mg,23mg,2mg,1mg,33μg,0mg,0mg,,,,,
936,,鲨鱼[真鲨，白斑角鲨],,,,,494kJ,22g,3g,70mg,,0g,0g,1μg,73μg,21μg,1mg,0mg,0mg,3mg,0mg,41mg,212mg,285mg,102mg,30mg,1mg,1mg,57μg,0mg,0mg,,,,,
937,,鲳鱼[平鱼，银鲳，刺鲳],,,,,586kJ,18g,7g,77mg,,0g,0g,1μg,73μg,24μg,1mg,0mg,0mg,2mg,0mg,46mg,155mg,328mg,62mg,39mg,1mg,1mg,27μg,0mg,0mg,,,,,
938,,鲷[黑鲷，铜盆鱼，大目鱼],,,,,444kJ,18g,3g,65mg,,3g,0g,2μg,75μg,12μg,1mg,0mg,0mg,4mg,0mg,186mg,304mg,261mg,104mg,36mg,2mg,1mg,32μg,0mg,0mg,,,,,
939,,鲻鱼[白眼棱鱼],,,,,498kJ,19g,5g,99mg,,0g,0g,1μg,75μg,0μg,3mg,0mg,0mg,2mg,0mg,19mg,183mg,245mg,71mg,25mg,0mg,1mg,17μg,0mg,0mg,,,,,
940,,鲽[比目鱼，凸眼鱼],,,,,448kJ,21g,2g,73mg,,0g,0g,2μg,75μg,117μg,2mg,0mg,0mg,2mg,0mg,107mg,135mg,264mg,150mg,32mg,0mg,1mg,29μg,0mg,0mg,,,,,
941,,鳐鱼[夫鱼],,,,,377kJ,21g,1g,48mg,,0g,0g,1μg,77μg,27μg,1mg,0mg,0mg,4mg,0mg,22mg,159mg,277mg,130mg,20mg,1mg,1mg,29μg,0mg,0mg,,,,,
