mufa,pufa,fat,vitamin_a,zinc,id,edible_part,carotene,vitamin_c,magnesium,selenium,iodine,thiamin,fatty_acids_total,potassium,dietary_fiber,alias_name,energy,niacin,calcium,cate_id,protein,riboflavin,sodium,copper,water,carbohydrate,vitamin_e,phosphorus,iron,food_name,english_name,cholesterol,ash,retinol,manganese,sfa
"""18.4%""","""4.7%""","""1.7g""","""0.0μg""","""2.62mg""","""612""","""100%""","""2230.0μg""","""—""","""1022mg""","""15.90μg""","""15878.0μg""","""0.02mg""","""95.2%""","""335mg""","""40.60g""","""""","""828kJ""","""Tr""","""947mg""","""54""","""25.0g""","""0.07mg""","""4411.6mg""","""0.12mg""","""9.2g""","""41.5g""","""0.00mg""","""305mg""","""16.4mg""","""裙带菜(干)[海芥菜、海木耳]""","""""","""—""","""22.6g""","""""","""0.95mg""","""72.0%"""
"""—""","""—""","""0.2g""","""3μg""","""0.19mg""","""613""","""76%""","""20.0μg""","""4.0mg""","""4mg""","""0.10μg""","""""","""0.06mg""","""—""","""119mg""","""1g""","""""","""240kJ""","""0.20mg""","""4mg""","""55""","""0.2g""","""0.02mg""","""2mg""","""0.06mg""","""85.9g""","""13.5g""","""2mg""","""12mg""","""1mg""","""苹果(均值)""","""""","""0mg""","""0.2g""","""86μg""","""0.03mg""","""—"""
"""—""","""—""","""0.3g""","""""","""0.14mg""","""614""","""78%""","""60.0μg""","""4.0mg""","""7mg""","""0.10μg""","""""","""0.02mg""","""—""","""83mg""","""""","""""","""242kJ""","""0.20mg""","""8mg""","""55""","""0.3g""","""0.03mg""","""1.3mg""","""0.07mg""","""85.9g""","""13.3g""","""—""","""14mg""","""0.3mg""","""苹果（国光苹果）""","""""","""""","""0.2g""","""""","""0.03mg""","""—"""
"""—""","""—""","""0.4g""","""""","""""","""615""","""85%""","""60.0μg""","""2.0mg""","""5mg""","""1.00μg""","""""","""0.01mg""","""—""","""115mg""","""""","""""","""226kJ""","""""","""3mg""","""55""","""0.7g""","""""","""0.7mg""","""0.06mg""","""86.9g""","""11.7g""","""—""","""11mg""","""0.7mg""","""苹果（红富士苹果)""","""""","""""","""0.3g""","""""","""0.05mg""","""—"""
"""—""","""—""","""0.2g""","""17μg""","""0.02mg""","""616""","""87%""","""100.0μg""","""3.0mg""","""3mg""","""0.10μg""","""""","""0.01mg""","""—""","""85mg""","""1g""","""""","""223kJ""","""0.10mg""","""5mg""","""55""","""0.4g""","""0.02mg""","""2.0mg""","""0.22mg""","""86.9g""","""12.3g""","""0mg""","""8mg""","""1mg""","""红香蕉苹果""","""""","""0mg""","""0.2g""","""87μg""","""0.02mg""","""—"""
"""—""","""—""","""0.1g""","""2μg""","""0.02mg""","""617""","""85%""","""10.0μg""","""1.0mg""","""3mg""","""2.30μg""","""""","""0mg""","""—""","""0mg""","""1g""","""""","""254kJ""","""0mg""","""2mg""","""55""","""0.4g""","""0.02mg""","""2.3mg""","""0.05mg""","""85.0g""","""14.3g""","""0mg""","""4mg""","""0.2mg""","""红星苹果""","""""","""0mg""","""0.2g""","""85μg""","""0.01mg""","""—"""
"""—""","""—""","""0.2g""","""2μg""","""0mg""","""618""","""84%""","""10.0μg""","""0mg""","""0mg""","""0μg""","""""","""0.02mg""","""—""","""0mg""","""5g""","""""","""261kJ""","""0.50mg""","""0mg""","""55""","""0.2g""","""0.02mg""","""0mg""","""0mg""","""84.7g""","""14.7g""","""0mg""","""0mg""","""0mg""","""红玉苹果""","""""","""0mg""","""0.2g""","""85μg""","""0mg""","""—"""
"""—""","""—""","""0.4g""","""7μg""","""0.09mg""","""619""","""84%""","""40.0μg""","""3.0mg""","""8mg""","""0μg""","""""","""0.02mg""","""—""","""58mg""","""1g""","""""","""261kJ""","""0.20mg""","""2mg""","""55""","""0.2g""","""0.01mg""","""1mg""","""0.04mg""","""84.9g""","""14.3g""","""0mg""","""1mg""","""0.3mg""","""红元帅苹果""","""""","""0mg""","""0.2g""","""85μg""","""0mg""","""—"""
"""—""","""—""","""0.2g""","""""","""0.02mg""","""620""","""88%""","""20.0μg""","""4.0mg""","""5mg""","""""","""""","""""","""—""","""84mg""","""""","""""","""245kJ""","""0.30mg""","""10mg""","""55""","""0.3g""","""0.03mg""","""0.8mg""","""0.16mg""","""85.6g""","""13.7g""","""—""","""7mg""","""0.3mg""","""苹果（黄香蕉苹果)""","""""","""""","""0.2g""","""""","""0.03mg""","""—"""
"""—""","""—""","""0.3g""","""""","""0.03mg""","""621""","""80%""","""90.0μg""","""4.0mg""","""3mg""","""0.00μg""","""""","""0.02mg""","""—""","""184mg""","""""","""""","""264kJ""","""0.10mg""","""5mg""","""55""","""0.2g""","""0.02mg""","""0.6mg""","""0.13mg""","""84.6g""","""14.7g""","""—""","""5mg""","""0.3mg""","""苹果（黄元帅苹果)""","""""","""""","""0.2g""","""""","""0.02mg""","""—"""
"""—""","""—""","""0.1g""","""15μg""","""0.11mg""","""622""","""78%""","""90.0μg""","""4.0mg""","""2mg""","""0.00μg""","""""","""0.05mg""","""—""","""72mg""","""1g""","""""","""233kJ""","""0.10mg""","""2mg""","""55""","""0.2g""","""0.01mg""","""2mg""","""0.14mg""","""86.2g""","""13.3g""","""1mg""","""5mg""","""0.2mg""","""金元帅苹果""","""""","""0mg""","""0.2g""","""86μg""","""0.03mg""","""—"""
"""—""","""—""","""0.1g""","""3μg""","""0.04mg""","""623""","""80%""","""20.0μg""","""3.0mg""","""4mg""","""0.10μg""","""""","""0.02mg""","""—""","""83mg""","""1g""","""""","""232kJ""","""0.20mg""","""9mg""","""55""","""0.3g""","""0.02mg""","""1.3mg""","""0.07mg""","""86.3g""","""13.1g""","""0mg""","""7mg""","""0.2mg""","""青香蕉苹果""","""""","""0mg""","""0.2g""","""86μg""","""0.03mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0mg""","""624""","""85%""","""0μg""","""0mg""","""0mg""","""0μg""","""""","""0.03mg""","""—""","""0mg""","""4g""","""""","""213kJ""","""1mg""","""0mg""","""55""","""0.2g""","""0.01mg""","""0mg""","""0mg""","""87.5g""","""11.9g""","""0mg""","""0mg""","""0mg""","""秋里蒙苹果""","""""","""0mg""","""0.2g""","""88μg""","""0mg""","""—"""
"""—""","""—""","""0.1g""","""10μg""","""0.03mg""","""625""","""69%""","""60.0μg""","""6.0mg""","""3mg""","""0μg""","""""","""0.03mg""","""—""","""173mg""","""2g""","""""","""279kJ""","""0mg""","""3mg""","""55""","""0.5g""","""0.02mg""","""3mg""","""0.01mg""","""83.4g""","""15.7g""","""1mg""","""6mg""","""0.3mg""","""香玉苹果""","""""","""0mg""","""0.3g""","""83μg""","""0.02mg""","""—"""
"""—""","""—""","""0.2g""","""3μg""","""0mg""","""626""","""90%""","""20.0μg""","""0mg""","""0mg""","""0μg""","""""","""0.04mg""","""—""","""0mg""","""5g""","""""","""269kJ""","""0.10mg""","""0mg""","""55""","""1g""","""0.02mg""","""0mg""","""0mg""","""84.0g""","""14.8g""","""0mg""","""0mg""","""0mg""","""印度苹果""","""""","""0mg""","""0.4g""","""84μg""","""0mg""","""—"""
"""—""","""—""","""0.1g""","""2μg""","""0mg""","""627""","""86%""","""10.0μg""","""2.0mg""","""1mg""","""0μg""","""""","""0.05mg""","""—""","""140mg""","""2g""","""""","""223kJ""","""0mg""","""3mg""","""55""","""0.4g""","""0.01mg""","""2mg""","""0.07mg""","""86.7g""","""12.5g""","""0mg""","""5mg""","""0.3mg""","""祝光苹果""","""""","""0mg""","""0.3g""","""87μg""","""0.02mg""","""—"""
"""—""","""—""","""0.2g""","""8μg""","""0mg""","""628""","""86%""","""50.0μg""","""1.0mg""","""0mg""","""0.00μg""","""""","""0mg""","""—""","""70mg""","""2g""","""""","""242kJ""","""0.20mg""","""4mg""","""55""","""0.2g""","""0.01mg""","""1mg""","""0mg""","""85.8g""","""13.6g""","""0mg""","""0mg""","""1mg""","""倭锦苹果""","""""","""0mg""","""0.2g""","""86μg""","""0mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0.20mg""","""629""","""100%""","""0μg""","""0mg""","""7mg""","""5μg""","""""","""0mg""","""—""","""50mg""","""1g""","""""","""186kJ""","""0mg""","""26mg""","""55""","""0.2g""","""0mg""","""6.2mg""","""0.03mg""","""89.2g""","""10.3g""","""0mg""","""8mg""","""1mg""","""苹果(罐头)""","""""","""0mg""","""0.1g""","""89μg""","""0.05mg""","""—"""
"""—""","""—""","""0.2g""","""6μg""","""0.46mg""","""630""","""82%""","""33.0μg""","""6.0mg""","""8mg""","""1.10μg""","""""","""0.03mg""","""—""","""92mg""","""3g""","""""","""240kJ""","""0.30mg""","""9mg""","""55""","""0.4g""","""0.06mg""","""2.1mg""","""1mg""","""85.8g""","""13.3g""","""1mg""","""14mg""","""0.5mg""","""梨(均值)""","""""","""0mg""","""0.3g""","""86μg""","""0.07mg""","""—"""
"""—""","""—""","""1g""","""0μg""","""0.13mg""","""631""","""80%""","""0μg""","""3.0mg""","""7mg""","""0.00μg""","""""","""0.02mg""","""—""","""50mg""","""4g""","""""","""297kJ""","""0.10mg""","""9mg""","""55""","""1g""","""0.07mg""","""3.2mg""","""0.11mg""","""83.1g""","""14.9g""","""1mg""","""18mg""","""1mg""","""长把梨""","""""","""0mg""","""0.4g""","""83μg""","""0.08mg""","""—"""
"""—""","""—""","""0.2g""","""3μg""","""0mg""","""632""","""87%""","""20.0μg""","""6.0mg""","""0mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""4g""","""""","""232kJ""","""0.20mg""","""0mg""","""55""","""0.4g""","""0.03mg""","""0mg""","""0mg""","""86.2g""","""12.8g""","""0mg""","""0mg""","""0mg""","""冬果梨""","""""","""0mg""","""0.4g""","""86μg""","""0mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0mg""","""633""","""68%""","""0μg""","""8.0mg""","""8mg""","""0μg""","""""","""0.03mg""","""—""","""69mg""","""2g""","""""","""191kJ""","""0mg""","""1mg""","""55""","""0.3g""","""0.02mg""","""2mg""","""0.10mg""","""88.6g""","""10.7g""","""2mg""","""13mg""","""0mg""","""鹅黄梨""","""""","""0mg""","""0.3g""","""89μg""","""0.05mg""","""—"""
"""—""","""—""","""0g""","""2μg""","""0.04mg""","""634""","""87%""","""10.0μg""","""4.0mg""","""5mg""","""0.20μg""","""""","""0.07mg""","""—""","""78mg""","""3g""","""""","""182kJ""","""1mg""","""11mg""","""55""","""0.2g""","""0.46mg""","""3.4mg""","""0.06mg""","""89.1g""","""10.5g""","""0mg""","""7mg""","""0.4mg""","""红肖梨""","""""","""0mg""","""0.2g""","""89μg""","""0.06mg""","""—"""
"""—""","""—""","""0.1g""","""3μg""","""0mg""","""635""","""92%""","""20.0μg""","""6.0mg""","""0mg""","""0μg""","""""","""0mg""","""—""","""0mg""","""3g""","""""","""243kJ""","""0mg""","""0mg""","""55""","""0.2g""","""0mg""","""0mg""","""0mg""","""85.5g""","""13.9g""","""0mg""","""0mg""","""0mg""","""锦丰梨""","""""","""0mg""","""0.3g""","""86μg""","""0mg""","""—"""
"""—""","""—""","""0.5g""","""""","""0.47mg""","""636""","""79%""","""""","""3.0mg""","""9mg""","""0.60μg""","""""","""0.02mg""","""—""","""105mg""","""""","""""","""255kJ""","""0.20mg""","""7mg""","""55""","""0.2g""","""0.02mg""","""0.7mg""","""0.06mg""","""85.3g""","""13.7g""","""—""","""6mg""","""0.3mg""","""梨(京白梨)""","""""","""""","""0.3g""","""""","""0.02mg""","""—"""
"""—""","""—""","""0.1g""","""""","""2.61mg""","""637""","""91%""","""""","""""","""8mg""","""2.30μg""","""""","""""","""—""","""79mg""","""""","""""","""233kJ""","""""","""22mg""","""55""","""0.1g""","""""","""3.7mg""","""2.54mg""","""85.9g""","""13.4g""","""—""","""19mg""","""1.2mg""","""梨(库尔勒梨)""","""""","""""","""0.5g""","""""","""0.06mg""","""—"""
"""—""","""—""","""0.2g""","""""","""0.02mg""","""638""","""80%""","""""","""3.0mg""","""8mg""","""0.00μg""","""""","""0.03mg""","""—""","""82mg""","""""","""""","""252kJ""","""0.30mg""","""10mg""","""55""","""0.3g""","""0.02mg""","""1.8mg""","""0.08mg""","""84.8g""","""14.1g""","""—""","""8mg""","""0.4mg""","""梨(莱阳梨)""","""""","""""","""0.6g""","""""","""0.04mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0.05mg""","""639""","""74%""","""0μg""","""10.0mg""","""7mg""","""0μg""","""""","""0.03mg""","""—""","""80mg""","""1g""","""""","""221kJ""","""0mg""","""2mg""","""55""","""0.3g""","""0.03mg""","""3.3mg""","""0.09mg""","""86.8g""","""12.5g""","""2mg""","""14mg""","""0.1mg""","""马蹄黄梨""","""""","""0mg""","""0.3g""","""87μg""","""0.06mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0.08mg""","""640""","""81%""","""0μg""","""6.0mg""","""8mg""","""1μg""","""""","""0.02mg""","""—""","""110mg""","""1g""","""""","""239kJ""","""0mg""","""2mg""","""55""","""0.3g""","""0.03mg""","""1.4mg""","""0.07mg""","""85.9g""","""13.3g""","""2mg""","""14mg""","""0.4mg""","""明月梨""","""""","""0mg""","""0.3g""","""86μg""","""0.05mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0.10mg""","""641""","""80%""","""0μg""","""5.0mg""","""6mg""","""0.20μg""","""""","""0.01mg""","""—""","""121mg""","""2g""","""""","""150kJ""","""0.10mg""","""4mg""","""55""","""0.4g""","""0.04mg""","""3.0mg""","""0.08mg""","""91.0g""","""8.2g""","""0mg""","""13mg""","""0.1mg""","""木梨""","""""","""0mg""","""0.3g""","""91μg""","""0.04mg""","""—"""
"""—""","""—""","""0.1g""","""""","""0.04mg""","""642""","""94%""","""30.0μg""","""4.0mg""","""9mg""","""3.30μg""","""""","""""","""—""","""180mg""","""""","""""","""243kJ""","""0.50mg""","""4mg""","""55""","""0.2g""","""0.01mg""","""2.4mg""","""0.12mg""","""85.4g""","""13.9g""","""—""","""19mg""","""0.4mg""","""梨(苹果梨)""","""""","""""","""0.4g""","""""","""0.04mg""","""—"""
"""—""","""—""","""0.2g""","""3μg""","""1.21mg""","""643""","""68%""","""20.0μg""","""0mg""","""12mg""","""8.40μg""","""""","""0mg""","""—""","""105mg""","""9g""","""""","""213kJ""","""0mg""","""25mg""","""55""","""0.4g""","""0mg""","""1.0mg""","""5mg""","""87.4g""","""11.7g""","""0mg""","""19mg""","""1mg""","""软梨""","""""","""0mg""","""0.3g""","""87μg""","""0.32mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0.16mg""","""644""","""88%""","""1μg""","""1.0mg""","""10mg""","""0.00μg""","""""","""0.02mg""","""—""","""39mg""","""6g""","""""","""376kJ""","""0.10mg""","""9mg""","""55""","""1.2g""","""0.02mg""","""1mg""","""0.19mg""","""77.4g""","""20.5g""","""1mg""","""19mg""","""1mg""","""苏梅梨""","""""","""0mg""","""0.7g""","""77μg""","""0.06mg""","""—"""
"""—""","""—""","""0.3g""","""0μg""","""0mg""","""645""","""88%""","""0μg""","""5.0mg""","""0mg""","""0μg""","""""","""0.01mg""","""—""","""0mg""","""2g""","""""","""244kJ""","""0.40mg""","""0mg""","""55""","""1g""","""0.02mg""","""0mg""","""0mg""","""85.6g""","""13.1g""","""0mg""","""0mg""","""0mg""","""苏木梨""","""""","""0mg""","""0.4g""","""86μg""","""0mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0mg""","""646""","""72%""","""0μg""","""11.0mg""","""8mg""","""0μg""","""""","""0.03mg""","""—""","""76mg""","""1g""","""""","""203kJ""","""0mg""","""2mg""","""55""","""0.3g""","""0.02mg""","""2.3mg""","""0.10mg""","""88.0g""","""11.4g""","""2mg""","""16mg""","""0mg""","""酥梨""","""""","""0mg""","""0.2g""","""88μg""","""0.06mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""3mg""","""647""","""85%""","""0μg""","""14.0mg""","""11mg""","""2μg""","""""","""0.03mg""","""—""","""102mg""","""4g""","""""","""172kJ""","""1mg""","""12mg""","""55""","""0.1g""","""0.22mg""","""8.5mg""","""4.46mg""","""89.6g""","""9.8g""","""1mg""","""13mg""","""1mg""","""酸梨""","""""","""0mg""","""0.4g""","""90μg""","""0.15mg""","""—"""
"""—""","""—""","""0.1g""","""""","""0.19mg""","""648""","""89%""","""70.0μg""","""""","""7mg""","""0.20μg""","""""","""""","""—""","""90mg""","""""","""""","""240kJ""","""0.10mg""","""6mg""","""55""","""0.3g""","""""","""0.8mg""","""0.09mg""","""85.8g""","""13.6g""","""—""","""31mg""","""0.4mg""","""梨(香梨)""","""""","""""","""0.2g""","""""","""0.06mg""","""—"""
"""—""","""—""","""0.1g""","""""","""0.06mg""","""649""","""86%""","""100.0μg""","""4.0mg""","""10mg""","""0.20μg""","""""","""0.01mg""","""—""","""85mg""","""""","""""","""187kJ""","""0.30mg""","""5mg""","""55""","""0.2g""","""0.01mg""","""0.6mg""","""0.08mg""","""88.8g""","""10.6g""","""—""","""6mg""","""0.3mg""","""梨(雪花梨)""","""""","""""","""0.3g""","""""","""0.03mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0.25mg""","""650""","""93%""","""0μg""","""1.0mg""","""13mg""","""0.00μg""","""""","""0.03mg""","""—""","""45mg""","""3g""","""""","""362kJ""","""0.10mg""","""12mg""","""55""","""1g""","""0mg""","""1.4mg""","""0.12mg""","""78.3g""","""20.2g""","""0mg""","""11mg""","""1mg""","""雪梨""","""""","""0mg""","""0.5g""","""78μg""","""0.08mg""","""—"""
"""—""","""—""","""0.2g""","""""","""0.10mg""","""651""","""82%""","""10.0μg""","""4.0mg""","""5mg""","""0.30μg""","""""","""0.03mg""","""—""","""77mg""","""""","""""","""200kJ""","""0.20mg""","""4mg""","""55""","""0.2g""","""0.03mg""","""1.5mg""","""0.19mg""","""88.3g""","""11.1g""","""—""","""14mg""","""0.9mg""","""梨(鸭梨)""","""""","""""","""0.2g""","""""","""0.06mg""","""—"""
"""—""","""—""","""15.3g""","""""","""0.42mg""","""652""","""100%""","""""","""8.0mg""","""39mg""","""""","""""","""0.11mg""","""—""","""599mg""","""""","""""","""726kJ""","""1.90mg""","""11mg""","""55""","""2.0g""","""0.12mg""","""10.0mg""","""0.26mg""","""74.3g""","""7.4g""","""—""","""41mg""","""1.0mg""","""梨(鳄梨)""","""""","""""","""1.0g""","""""","""0.23mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0.19mg""","""653""","""100%""","""0μg""","""0mg""","""3mg""","""0μg""","""""","""0.02mg""","""—""","""15mg""","""1g""","""""","""165kJ""","""0.20mg""","""2mg""","""55""","""0.5g""","""0.04mg""","""2.1mg""","""0.40mg""","""90.4g""","""8.8g""","""0mg""","""3mg""","""0.3mg""","""梨(糖水罐头)""","""""","""0mg""","""0.1g""","""90μg""","""0.06mg""","""—"""
"""—""","""—""","""1g""","""17μg""","""0.28mg""","""654""","""76%""","""100.0μg""","""53.0mg""","""19mg""","""1.20μg""","""""","""0.02mg""","""—""","""299mg""","""3g""","""""","""457kJ""","""0.40mg""","""52mg""","""55""","""0.5g""","""0.02mg""","""5.4mg""","""0.11mg""","""73.0g""","""25.1g""","""7mg""","""24mg""","""1mg""","""红果[山里红，大山楂]""","""""","""0mg""","""0.8g""","""73μg""","""0.24mg""","""—"""
"""24.1%""","""56.5%""","""2.2g""","""10μg""","""1mg""","""655""","""100%""","""60.0μg""","""2.0mg""","""0mg""","""3μg""","""""","""0.02mg""","""98.2%""","""440mg""","""50g""","""""","""1487kJ""","""1mg""","""144mg""","""55""","""4.3g""","""0.18mg""","""10mg""","""0.41mg""","""11.1g""","""78.4g""","""0mg""","""440mg""","""0.4mg""","""红果(干)""","""""","""0mg""","""4.0g""","""11μg""","""1mg""","""17.6%"""
"""—""","""—""","""0.2g""","""118μg""","""0.04mg""","""656""","""86%""","""710.0μg""","""20.0mg""","""13mg""","""0μg""","""""","""0.05mg""","""—""","""263mg""","""2g""","""""","""339kJ""","""0.20mg""","""15mg""","""55""","""0.3g""","""0.03mg""","""1mg""","""0.11mg""","""79.9g""","""19.2g""","""0mg""","""16mg""","""0.4mg""","""海棠果[楸子]""","""""","""0mg""","""0.4g""","""80μg""","""0.11mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0.20mg""","""657""","""95%""","""0μg""","""3.0mg""","""9mg""","""0.50μg""","""""","""0.03mg""","""—""","""123mg""","""2g""","""""","""313kJ""","""0mg""","""5mg""","""55""","""0.4g""","""0mg""","""2.1mg""","""0.08mg""","""81.3g""","""17.8g""","""0mg""","""14mg""","""1.0mg""","""沙果""","""""","""0mg""","""0.4g""","""81μg""","""0.08mg""","""—"""
"""—""","""—""","""0.3g""","""25μg""","""1.10mg""","""658""","""16%""","""150.0μg""","""74.0mg""","""24mg""","""4.50μg""","""""","""0.02mg""","""—""","""259mg""","""2g""","""""","""492kJ""","""0.20mg""","""105mg""","""55""","""3g""","""0.04mg""","""8.3mg""","""9mg""","""70.7g""","""25.5g""","""2mg""","""39mg""","""12mg""","""酸刺""","""""","""0mg""","""0.7g""","""71μg""","""0.47mg""","""—"""
"""—""","""—""","""0.2g""","""0.0μg""","""0.08mg""","""659""","""84%""","""16.0μg""","""2.0mg""","""6mg""","""Tr""","""Tr""","""0.01mg""","""—""","""14mg""","""1.60g""","""""","""248kJ""","""0.04mg""","""5mg""","""55""","""0.1g""","""Tr""","""3.1mg""","""0.02mg""","""84.4g""","""14.9g""","""0.00mg""","""21mg""","""0.1mg""","""蛇果""","""""","""—""","""0.4g""","""""","""0.01mg""","""—"""
"""—""","""—""","""0.1g""","""3μg""","""0.34mg""","""660""","""86%""","""20.0μg""","""7.0mg""","""7mg""","""0.20μg""","""""","""0.01mg""","""—""","""166mg""","""1g""","""""","""226kJ""","""1mg""","""6mg""","""56""","""1g""","""0.03mg""","""6mg""","""0.05mg""","""86.4g""","""12.2g""","""2mg""","""20mg""","""1mg""","""桃(均值)""","""""","""0mg""","""0.4g""","""86μg""","""0.07mg""","""—"""
"""—""","""—""","""0.1g""","""""","""""","""661""","""93%""","""90.0μg""","""9.0mg""","""""","""0.80μg""","""""","""""","""—""","""""","""""","""""","""250kJ""","""0.30mg""","""""","""56""","""0.5g""","""0.01mg""","""""","""""","""85.2g""","""14.0g""","""—""","""7mg""","""""","""桃（黄桃）""","""""","""""","""0.2g""","""""","""""","""—"""
"""—""","""—""","""0.1g""","""""","""0.14mg""","""662""","""94%""","""""","""8.0mg""","""8mg""","""0.10μg""","""""","""0.04mg""","""—""","""100mg""","""""","""""","""184kJ""","""1.20mg""","""10mg""","""56""","""0.6g""","""0.04mg""","""2.0mg""","""0.04mg""","""89.0g""","""10.0g""","""—""","""16mg""","""0.4mg""","""桃（久保桃）""","""""","""""","""0.3g""","""""","""0.12mg""","""—"""
"""—""","""—""","""0.2g""","""2μg""","""0.06mg""","""663""","""88%""","""10.0μg""","""4.0mg""","""9mg""","""0.20μg""","""""","""0.02mg""","""—""","""169mg""","""1g""","""""","""189kJ""","""1.00mg""","""10mg""","""56""","""1g""","""0.03mg""","""3mg""","""0.08mg""","""88.7g""","""9.8g""","""1mg""","""21mg""","""0.5mg""","""蜜桃""","""""","""0mg""","""0.4g""","""89μg""","""0.11mg""","""—"""
